"id","relid","year","type_of_violence","conflict_name","side_a","side_b","latitude","longitude","region","deaths_a","deaths_b","deaths_civilians","deaths_unknown"
13443,"SAF-1991-2-312-261",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.741369,30.454992,"Africa",1,0,0,0
7004,"SUD-1997-2-329-1.2",1997,2,"SPLM/A - SSDF","SPLM/A","SSDF",8.116667,31.433333,"Africa",0,0,0,60
13452,"SAF-1991-2-312-311",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.741369,30.454992,"Africa",1,0,0,0
13453,"SAF-1990-2-313-19",1990,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.616785,30.39278,"Africa",0,0,1,0
7015,"SUD-2006-2-143-5",2006,2,"SLM/A - SLM/A - MM","SLM/A","SLM/A - MM",14.166667,25.216667,"Africa",0,0,3,0
7084,"SUD-2002-2-131-1",2002,2,"PDF - SSDF","PDF","SSDF",4.85,31.616667,"Africa",0,0,0,38
13455,"SAF-1989-2-313-35",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.812919,30.636458,"Africa",0,0,0,2
13456,"SAF-1990-2-313-51",1990,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.654529,30.350633,"Africa",0,1,0,0
13461,"SAF-1992-2-312-41",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.026278,29.774451,"Africa",0,1,0,0
162165,"CEN-2014-2-11801-50",2014,2,"Christians (CAR) - Muslims (CAR)","Christians (CAR)","Muslims (CAR)",4.366667,18.583333,"Africa",0,0,0,0
13462,"SAF-1992-2-312-470",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.025295,30.861297,"Africa",0,0,1,0
162105,"CEN-2014-2-11801-40",2014,2,"Christians (CAR) - Muslims (CAR)","Christians (CAR)","Muslims (CAR)",4.73558,17.14047,"Africa",0,0,0,10
162033,"GUA-2014-2-461-6",2014,2,"Jalisco Cartel New Generation - Los Zetas","Jalisco Cartel New Generation","Los Zetas",18.25404,-96.396,"Americas",0,0,0,6
162059,"MEX-2014-2-14336-8",2014,2,"Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction","Sinaloa Cartel - Los Chavez Matamoros faction","Sinaloa Cartel - Los Salgueiro faction",26.1318,-106.6905,"Americas",0,0,0,3
162060,"MEX-2014-2-96-23",2014,2,"Juarez Cartel - Sinaloa Cartel","Juarez Cartel","Sinaloa Cartel",28.89766,-107.23634,"Americas",0,0,0,1
162069,"MEX-2014-2-14333-2",2014,2,"Gulf Cartel - Dragones de Sheyla faction - Gulf Cartel - Los Fresitas faction","Gulf Cartel - Dragones de Sheyla faction","Gulf Cartel - Los Fresitas faction",22.27817,-97.86772,"Americas",0,0,0,3
162080,"MEX-2014-2-X4574-19",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",25.44639,-108.45528,"Americas",0,0,0,4
162086,"MEX-2014-2-X4574-27",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",23.36002,-105.49147,"Americas",0,0,0,1
162119,"MEX-2014-2-14333-3",2014,2,"Gulf Cartel - Dragones de Sheyla faction - Gulf Cartel - Los Fresitas faction","Gulf Cartel - Dragones de Sheyla faction","Gulf Cartel - Los Fresitas faction",22.27817,-97.86772,"Americas",0,0,0,1
162120,"MEX-2014-2-14333-5",2014,2,"Gulf Cartel - Dragones de Sheyla faction - Gulf Cartel - Los Fresitas faction","Gulf Cartel - Dragones de Sheyla faction","Gulf Cartel - Los Fresitas faction",22.27817,-97.86772,"Americas",0,0,0,2
162148,"MEX-2014-2-X4574-16",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",23.2329,-106.4062,"Americas",0,0,0,5
162155,"MEX-2014-2-414-24",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",23.741744,-99.145993,"Americas",0,0,0,2
162161,"CEN-2014-2-11801-47",2014,2,"Christians (CAR) - Muslims (CAR)","Christians (CAR)","Muslims (CAR)",7.300818,18.283269,"Africa",0,0,1,0
162194,"MEX-2014-2-414-25",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",26.42969,-99.15212,"Americas",0,0,0,3
162201,"MEX-2014-2-414-27",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",24.14642,-99.42353,"Americas",0,0,0,9
162202,"MEX-2014-2-14333-6",2014,2,"Gulf Cartel - Dragones de Sheyla faction - Gulf Cartel - Los Fresitas faction","Gulf Cartel - Dragones de Sheyla faction","Gulf Cartel - Los Fresitas faction",22.27817,-97.86772,"Americas",0,0,0,2
162204,"MEX-2014-2-X4583-3",2014,2,"Guerreros Unidos - Los Rojos","Guerreros Unidos","Los Rojos",18.34928,-99.53936,"Americas",0,0,0,27
162206,"MEX-2014-2-14333-8",2014,2,"Gulf Cartel - Dragones de Sheyla faction - Gulf Cartel - Los Fresitas faction","Gulf Cartel - Dragones de Sheyla faction","Gulf Cartel - Los Fresitas faction",22.27228,-97.83623,"Americas",0,0,0,1
162208,"MEX-2014-2-X4574-22",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",24.79032,-107.38782,"Americas",0,0,0,1
162211,"MEX-2014-2-417-4",2014,2,"Los Zetas - Sinaloa Cartel","Los Zetas","Sinaloa Cartel",31.30862,-110.94217,"Americas",0,0,0,3
162217,"MEX-2014-2-417-7",2014,2,"Los Zetas - Sinaloa Cartel","Los Zetas","Sinaloa Cartel",31.3241,-108.9446,"Americas",0,0,0,3
162253,"GUA-2014-2-507-10",2014,2,"Jalisco Cartel New Generation - Los Caballeros Templarios","Jalisco Cartel New Generation","Los Caballeros Templarios",18.01932,-102.21225,"Americas",0,0,0,0
13463,"SAF-1991-2-312-344",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.805,30.335,"Africa",1,0,0,0
162276,"MEX-2014-2-X4574-3",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",24.0994,-110.266,"Americas",0,3,0,0
162285,"GUA-2014-2-461-9",2014,2,"Jalisco Cartel New Generation - Los Zetas","Jalisco Cartel New Generation","Los Zetas",18.72187,-96.66288,"Americas",0,1,1,0
162302,"GUA-2014-2-461-5",2014,2,"Jalisco Cartel New Generation - Los Zetas","Jalisco Cartel New Generation","Los Zetas",20.67738,-103.43113,"Americas",0,0,0,3
162313,"MEX-2014-2-414-2",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",21.37639,-103.50278,"Americas",0,1,0,0
162314,"MEX-2014-2-414-15",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",23.0,-103.0,"Americas",0,0,0,2
162333,"MEX-2014-2-X4583-1",2014,2,"Guerreros Unidos - Los Rojos","Guerreros Unidos","Los Rojos",18.933725,-99.228488,"Americas",0,0,0,1
162336,"MEX-2014-2-X4583-0",2014,2,"Guerreros Unidos - Los Rojos","Guerreros Unidos","Los Rojos",18.85528,-99.23072,"Americas",0,0,0,1
13465,"SAF-1989-2-312-61",1989,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.616785,30.39278,"Africa",0,1,0,0
13466,"SAF-1993-2-312-225",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.715148,30.948067,"Africa",0,0,0,1
162382,"MEX-2014-2-X4574-4",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",24.13811,-110.30973,"Americas",1,0,0,0
162410,"GUA-2014-2-507-1",2014,2,"Jalisco Cartel New Generation - Los Caballeros Templarios","Jalisco Cartel New Generation","Los Caballeros Templarios",20.0868,-101.225,"Americas",0,5,0,0
13468,"SAF-1991-2-312-346",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.751053,30.962036,"Africa",0,0,1,0
162433,"MEX-2014-2-X4583-5",2014,2,"Guerreros Unidos - Los Rojos","Guerreros Unidos","Los Rojos",18.34928,-99.53936,"Americas",0,0,0,32
162434,"MEX-2014-2-96-25",2014,2,"Juarez Cartel - Sinaloa Cartel","Juarez Cartel","Sinaloa Cartel",27.17004,-107.29404,"Americas",0,0,0,5
162473,"INS-1999-2-381-24.2",1999,2,"Christians (Indonesia) - Muslims (Indonesia)","Christians (Indonesia)","Muslims (Indonesia)",-3.638056,128.117222,"Asia",0,0,0,4
162474,"INS-2002-2-381-2.2",2002,2,"Christians (Indonesia) - Muslims (Indonesia)","Christians (Indonesia)","Muslims (Indonesia)",-3.580486,128.616417,"Asia",0,0,0,1
13471,"SAF-1994-2-312-222",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",0,0,1,0
162540,"MEX-2014-2-14336-9",2014,2,"Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction","Sinaloa Cartel - Los Chavez Matamoros faction","Sinaloa Cartel - Los Salgueiro faction",26.83361,-107.44,"Americas",0,8,0,0
162544,"NIG-2014-2-429-7",2014,2,"Birom - Fulani","Birom","Fulani",9.408242,8.946735,"Africa",0,0,0,0
162547,"MEX-2014-2-14336-10",2014,2,"Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction","Sinaloa Cartel - Los Chavez Matamoros faction","Sinaloa Cartel - Los Salgueiro faction",26.3639,-106.35005,"Americas",0,0,0,2
13472,"SAF-1992-2-312-26",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.206742,30.797759,"Africa",0,0,0,1
162566,"MEX-2014-2-X4583-13",2014,2,"Guerreros Unidos - Los Rojos","Guerreros Unidos","Los Rojos",18.34928,-99.53936,"Americas",0,0,0,7
162576,"NIG-2014-2-373-13",2014,2,"Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria)","Muslims (Nigeria)",9.26667,8.95,"Africa",2,0,0,0
162577,"NIG-2014-2-373-14",2014,2,"Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria)","Muslims (Nigeria)",9.26667,8.95,"Africa",2,0,0,0
162586,"MEX-2014-2-X4574-0",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",24.0934,-110.7205,"Americas",3,0,0,0
162587,"MEX-2014-2-X4574-1",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",24.13811,-110.30973,"Americas",0,0,0,1
162591,"MEX-2014-2-X4574-2",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",24.13811,-110.30973,"Americas",0,0,0,1
162613,"MEX-2014-2-X4574-8",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",24.13811,-110.30973,"Americas",3,0,0,0
162614,"MEX-2014-2-X4574-9",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",24.13811,-110.30973,"Americas",0,0,0,5
162615,"MEX-2014-2-X4583-8",2014,2,"Guerreros Unidos - Los Rojos","Guerreros Unidos","Los Rojos",18.24116,-99.66202,"Americas",0,0,0,20
162617,"GUA-2014-2-507-15",2014,2,"Jalisco Cartel New Generation - Los Caballeros Templarios","Jalisco Cartel New Generation","Los Caballeros Templarios",19.63278,-101.00778,"Americas",0,0,0,0
162620,"MEX-2014-2-X4583-9",2014,2,"Guerreros Unidos - Los Rojos","Guerreros Unidos","Los Rojos",18.34928,-99.53936,"Americas",0,0,0,6
13476,"SAF-1991-2-312-74",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.866667,30.266667,"Africa",1,0,0,0
162674,"CHA-2014-2-14009-1",2014,2,"Fulani - Jukun","Fulani","Jukun",7.10154,10.76534,"Africa",0,4,0,0
162679,"CHA-2014-2-14009-2",2014,2,"Fulani - Jukun","Fulani","Jukun",7.96327,9.84767,"Africa",3,0,0,0
162699,"GUA-2014-2-507-2",2014,2,"Jalisco Cartel New Generation - Los Caballeros Templarios","Jalisco Cartel New Generation","Los Caballeros Templarios",17.93562,-101.8298,"Americas",0,0,0,5
162706,"GUA-2014-2-507-13",2014,2,"Jalisco Cartel New Generation - Los Caballeros Templarios","Jalisco Cartel New Generation","Los Caballeros Templarios",19.511,-102.16204,"Americas",0,0,0,0
162711,"MEX-2014-2-96-1",2014,2,"Juarez Cartel - Sinaloa Cartel","Juarez Cartel","Sinaloa Cartel",31.11081,-105.84258,"Americas",0,0,0,3
162717,"MEX-2014-2-96-2",2014,2,"Juarez Cartel - Sinaloa Cartel","Juarez Cartel","Sinaloa Cartel",31.37061,-106.00616,"Americas",0,0,0,2
162725,"NIG-2014-2-373-23.1",2014,2,"Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria)","Muslims (Nigeria)",9.018754,9.865065,"Africa",2,0,0,0
162745,"MEX-2014-2-414-3",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",23.18126,-102.87136,"Americas",0,0,0,1
162783,"MEX-2014-2-X4583-10",2014,2,"Guerreros Unidos - Los Rojos","Guerreros Unidos","Los Rojos",18.31233,-99.54577,"Americas",0,0,0,17
13477,"SAF-1990-2-312-138",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.965717,30.886394,"Africa",1,0,0,0
162829,"MEX-2014-2-X4574-11",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",24.79032,-107.38782,"Americas",0,1,0,0
162847,"MEX-2014-2-414-10",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",25.419418,-101.001278,"Americas",0,0,0,5
162848,"MEX-2014-2-414-4",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",25.419418,-101.001278,"Americas",0,0,0,1
13480,"SAF-1994-2-312-121",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.133333,31.4,"Africa",1,0,0,0
13481,"SAF-1989-2-312-42",1989,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.965717,30.886394,"Africa",0,1,0,0
162894,"MEX-2014-2-X4574-26",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",24.79032,-107.38782,"Americas",0,0,0,3
162899,"MEX-2014-2-X4574-25",2014,2,"Beltrán Leyva Cartel - Sinaloa Cartel","Beltrán Leyva Cartel","Sinaloa Cartel",25.32192,-107.77442,"Americas",0,0,0,5
162912,"MEX-2014-2-414-12",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",29.324153,-100.943171,"Americas",0,0,0,3
162913,"MEX-2014-2-414-13",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",29.324153,-100.943171,"Americas",0,0,0,1
13488,"SAF-1991-2-312-49",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-27.679083,31.603166,"Africa",1,0,0,0
163167,"CHA-2014-2-455-4.1",2014,2,"Fulani - Tiv","Fulani","Tiv",7.96903,8.6355,"Africa",0,0,0,0
163173,"CHA-2014-2-455-4.2",2014,2,"Fulani - Tiv","Fulani","Tiv",7.91846,8.59469,"Africa",0,0,0,0
163184,"CHA-2014-2-455-6",2014,2,"Fulani - Tiv","Fulani","Tiv",7.48185,9.2948,"Africa",0,0,0,0
13494,"SAF-1992-2-312-87",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.206742,30.797759,"Africa",1,0,0,0
163372,"INS-2004-2-381-112",2004,2,"Christians (Indonesia) - Muslims (Indonesia)","Christians (Indonesia)","Muslims (Indonesia)",-3.113056,119.382778,"Asia",0,0,0,2
163376,"INS-2004-2-381-107",2004,2,"Christians (Indonesia) - Muslims (Indonesia)","Christians (Indonesia)","Muslims (Indonesia)",-3.705,128.17,"Asia",0,1,0,0
13495,"SAF-1990-2-312-90",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.025295,30.861297,"Africa",1,0,0,0
13497,"SAF-1991-2-312-162",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.216667,30.016667,"Africa",1,0,0,0
163365,"INS-2004-2-381-106",2004,2,"Christians (Indonesia) - Muslims (Indonesia)","Christians (Indonesia)","Muslims (Indonesia)",-3.705,128.17,"Asia",0,0,0,0
13499,"SAF-1991-2-312-358",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.616785,30.39278,"Africa",1,0,0,0
163462,"INS-2004-2-381-108",2004,2,"Christians (Indonesia) - Muslims (Indonesia)","Christians (Indonesia)","Muslims (Indonesia)",-0.966667,121.733333,"Asia",0,0,0,0
163477,"INS-2004-2-381-115",2004,2,"Christians (Indonesia) - Muslims (Indonesia)","Christians (Indonesia)","Muslims (Indonesia)",-1.4,120.75,"Asia",0,6,0,0
163498,"INS-2004-2-381-109",2004,2,"Christians (Indonesia) - Muslims (Indonesia)","Christians (Indonesia)","Muslims (Indonesia)",-0.9,119.833333,"Asia",0,2,0,0
163499,"INS-2004-2-381-111",2004,2,"Christians (Indonesia) - Muslims (Indonesia)","Christians (Indonesia)","Muslims (Indonesia)",-2.8609,119.1536,"Asia",0,0,0,2
163500,"INS-2004-2-381-103",2004,2,"Christians (Indonesia) - Muslims (Indonesia)","Christians (Indonesia)","Muslims (Indonesia)",-3.705,128.17,"Asia",12,13,0,9
13505,"SAF-1992-2-312-178",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.490741,30.630388,"Africa",1,0,0,0
13511,"SAF-1990-2-312-121",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.366667,28.066667,"Africa",0,0,1,0
13512,"SAF-1991-2-312-362",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.206742,30.797759,"Africa",1,0,0,0
163879,"MEX-2014-2-14333-0",2014,2,"Gulf Cartel - Dragones de Sheyla faction - Gulf Cartel - Los Fresitas faction","Gulf Cartel - Dragones de Sheyla faction","Gulf Cartel - Los Fresitas faction",22.27228,-97.83623,"Americas",0,0,0,7
13513,"SAF-1993-2-312-143",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.553914,29.782697,"Africa",1,0,0,0
163978,"UGA-2014-2-151-8.2",2014,2,"Pokot - Turkana","Pokot","Turkana",2.076558,35.455778,"Africa",0,0,0,2
163982,"NIG-2014-2-12441-5",2014,2,"Eggon - Fulani","Eggon","Fulani",8.71667,8.83333,"Africa",0,17,0,0
163984,"NIG-2014-2-12441-7.1",2014,2,"Eggon - Fulani","Eggon","Fulani",8.64007,8.69959,"Africa",0,0,0,0
163985,"NIG-2014-2-12441-7.2",2014,2,"Eggon - Fulani","Eggon","Fulani",8.578333,8.668333,"Africa",0,0,0,0
163988,"NIG-2014-2-14331-1",2014,2,"Eggon - Gwandere","Eggon","Gwandere",8.48333,8.51667,"Africa",0,0,0,3
163989,"NIG-2014-2-14331-2",2014,2,"Eggon - Gwandere","Eggon","Gwandere",8.36667,8.76667,"Africa",0,4,0,0
163990,"NIG-2014-2-12441-8",2014,2,"Eggon - Fulani","Eggon","Fulani",8.71667,8.83333,"Africa",0,17,0,0
163991,"NIG-2014-2-12441-9",2014,2,"Eggon - Fulani","Eggon","Fulani",8.64007,8.69959,"Africa",2,0,0,0
163992,"NIG-2014-2-12441-10",2014,2,"Eggon - Fulani","Eggon","Fulani",8.71667,8.83333,"Africa",0,2,0,0
163993,"NIG-2014-2-12441-11",2014,2,"Eggon - Fulani","Eggon","Fulani",8.74947,8.44035,"Africa",45,0,0,0
163994,"NIG-2014-2-12441-12",2014,2,"Eggon - Fulani","Eggon","Fulani",8.55,8.73333,"Africa",6,0,0,0
163997,"NIG-2014-2-12441-13",2014,2,"Eggon - Fulani","Eggon","Fulani",8.36667,8.76667,"Africa",1,0,0,0
163999,"NIG-2014-2-12441-14",2014,2,"Eggon - Fulani","Eggon","Fulani",8.57833,8.668333,"Africa",3,0,0,0
164000,"NIG-2014-2-12441-15",2014,2,"Eggon - Fulani","Eggon","Fulani",8.74947,8.44035,"Africa",3,0,0,0
164001,"NIG-2014-2-12441-16",2014,2,"Eggon - Fulani","Eggon","Fulani",8.64007,8.69959,"Africa",32,0,0,0
164012,"NIG-2014-2-12441-18",2014,2,"Eggon - Fulani","Eggon","Fulani",8.56667,8.55,"Africa",0,0,0,0
164017,"NIG-2014-2-12441-22",2014,2,"Eggon - Fulani","Eggon","Fulani",8.64007,8.69959,"Africa",15,0,0,0
164019,"NIG-2014-2-12441-19.2",2014,2,"Eggon - Fulani","Eggon","Fulani",8.578333,8.668333,"Africa",12,0,0,0
164026,"NIG-2014-2-12441-20",2014,2,"Eggon - Fulani","Eggon","Fulani",8.16746,8.76829,"Africa",0,0,0,0
164027,"NIG-2014-2-12441-21",2014,2,"Eggon - Fulani","Eggon","Fulani",8.20323,8.30466,"Africa",0,0,0,0
164085,"MEX-2014-2-414-30",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",27.333333,-102.0,"Americas",0,0,0,148
164086,"MEX-2014-2-414-31",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",24.833333,-104.833333,"Americas",0,0,0,0
164089,"MEX-2014-2-414-33",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",24.0,-98.75,"Americas",0,0,0,0
13516,"SAF-1993-2-312-61",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.568219,30.186182,"Africa",0,0,0,1
164095,"GUA-2014-2-507-16",2014,2,"Jalisco Cartel New Generation - Los Caballeros Templarios","Jalisco Cartel New Generation","Los Caballeros Templarios",21.0,-101.0,"Americas",0,0,0,160
164090,"MEX-2014-2-14333-13",2014,2,"Gulf Cartel - Dragones de Sheyla faction - Gulf Cartel - Los Fresitas faction","Gulf Cartel - Dragones de Sheyla faction","Gulf Cartel - Los Fresitas faction",24.0,-98.75,"Americas",0,0,0,0
164091,"MEX-2014-2-414-34",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",23.0,-103.0,"Americas",0,0,0,0
164092,"MEX-2014-2-417-10",2014,2,"Los Zetas - Sinaloa Cartel","Los Zetas","Sinaloa Cartel",23.0,-103.0,"Americas",0,0,0,0
164093,"MEX-2014-2-414-35",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",22.5,-100.5,"Americas",0,0,0,69
164094,"GUA-2014-2-461-10",2014,2,"Jalisco Cartel New Generation - Los Zetas","Jalisco Cartel New Generation","Los Zetas",20.333333,-103.666667,"Americas",0,0,0,484
164096,"GUA-2014-2-461-11",2014,2,"Jalisco Cartel New Generation - Los Zetas","Jalisco Cartel New Generation","Los Zetas",19.333333,-96.666667,"Americas",0,0,0,0
164097,"MEX-2014-2-414-36",2014,2,"Gulf Cartel - Los Zetas","Gulf Cartel","Los Zetas",19.333333,-96.666667,"Americas",0,0,0,0
164110,"NIG-2014-2-12132-14",2014,2,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad","Yan Gora",11.15604,12.75758,"Africa",4,0,0,0
13526,"SAF-1990-2-313-52",1990,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.965717,30.886394,"Africa",0,0,0,1
13272,"SAF-1993-2-312-133",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.715148,30.948067,"Africa",1,0,0,0
182994,"MEX-2011-2-417-1030",2011,2,"Los Zetas - Sinaloa Cartel","Los Zetas","Sinaloa Cartel",25.54333,-103.417605,"Americas",0,0,0,2
182995,"MEX-2011-2-417-1031",2011,2,"Los Zetas - Sinaloa Cartel","Los Zetas","Sinaloa Cartel",25.54333,-103.417605,"Americas",0,0,0,3
182650,"MEX-2010-2-96-681",2010,2,"Juarez Cartel - Sinaloa Cartel","Juarez Cartel","Sinaloa Cartel",31.739444,-106.486944,"Americas",0,0,0,6
13528,"SAF-1990-2-312-173",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.267812,27.858492,"Africa",0,0,0,22
182996,"MEX-2011-2-417-1032",2011,2,"Los Zetas - Sinaloa Cartel","Los Zetas","Sinaloa Cartel",25.54333,-103.417605,"Americas",0,0,0,5
13536,"SAF-1989-2-312-54",1989,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.800827,30.651961,"Africa",1,0,0,0
182997,"MEX-2011-2-417-1033",2011,2,"Los Zetas - Sinaloa Cartel","Los Zetas","Sinaloa Cartel",25.54333,-103.417605,"Americas",0,0,0,3
13538,"SAF-1990-2-312-135",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.741369,30.454992,"Africa",1,0,0,0
190731,"NIG-2015-2-12341-0",2015,2,"Agatu - Fulani","Agatu","Fulani",7.9061,7.85487,"Africa",0,0,0,0
222550,"COL-2000-2-23-20",2000,2,"AUC - FARC","AUC","FARC",9.83333,-75.08333,"Americas",0,0,0,6
13539,"SAF-1993-2-312-322",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.598273,32.089395,"Africa",0,0,1,0
13542,"SAF-1992-2-312-7",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.026278,29.774451,"Africa",0,1,0,0
13545,"SAF-1994-2-312-37",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.1571,30.0646,"Africa",0,0,0,0
13562,"SAF-1989-2-313-127",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.616785,30.39278,"Africa",0,0,0,3
215413,"MEX-2015-2-14337-9",2015,2,"Los Ardillos - Los Rojos","Los Ardillos","Los Rojos",17.59459,-99.17639,"Americas",0,0,0,3
13548,"SAF-1992-2-312-325",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.993414,30.839817,"Africa",1,0,0,0
214250,"CEN-2015-2-11801-20",2015,2,"Christians (CAR) - Muslims (CAR)","Christians (CAR)","Muslims (CAR)",4.366667,18.583333,"Africa",0,0,0,1
214276,"LIB-2015-2-14746-35",2015,2,"Forces of the House of Representatives - IS","Forces of the House of Representatives","IS",31.401872,20.175745,"Africa",3,0,0,0
13602,"SAF-1992-2-312-430",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.55898,27.844094,"Africa",0,0,2,0
13549,"SAF-1992-2-312-152",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.99893,30.8987,"Africa",0,0,0,0
214279,"LIB-2015-2-14061-11",2015,2,"Benghazi Revolutionaries Shura Council - Forces of the House of Representatives","Benghazi Revolutionaries Shura Council","Forces of the House of Representatives",32.117664,20.129275,"Africa",18,0,0,0
